"gene_name","trt1","trt2","untrt1","untrt2"
"RNU6-9",1,0,0,0
"RNU6-900P",0,0,0,0
"RNU6-901P",0,0,0,0
"RNU6-902P",0,0,0,0
"RNU6-903P",0,0,0,0
"RNU6-904P",0,0,0,0
"RNU6-905P",0,0,0,0
"RNU6-906P",0,0,0,0
"RNU6-907P",1,0,0,0
"RNU6-908P",0,0,0,0
"RNU6-909P",0,0,0,0
"RNU6-910P",0,0,0,0
"RNU6-911P",0,0,0,0
"RNU6-912P",0,0,0,0
"RNU6-913P",0,0,0,0
"RNU6-914P",0,0,0,0
"RNU6-915P",0,0,0,3
"RNU6-916P",0,0,0,0
"RNU6-917P",0,0,0,0
"RNU6-918P",0,0,0,0
"RNU6-919P",0,0,0,0
"RNU6-920P",0,4,0,1
"RNU6-921P",0,0,0,0
"RNU6-922P",0,0,0,0
"RNU6-923P",0,0,0,0
"RNU6-924P",0,0,0,0
"RNU6-925P",0,0,0,0
"RNU6-926P",0,0,0,0
"RNU6-927P",0,0,0,0
"RNU6-928P",0,0,0,0
"RNU6-929P",0,0,0,0
"RNU6-930P",0,0,2,1
"RNU6-931P",0,0,0,0
"RNU6-932P",0,0,0,0
"RNU6-933P",0,0,0,0
"RNU6-934P",0,0,0,0
"RNU6-935P",0,0,0,0
"RNU6-936P",0,0,0,0
"RNU6-937P",0,0,0,0
"RNU6-938P",0,0,0,0
"RNU6-939P",0,0,0,0
"RNU6-940P",0,0,0,0
"RNU6-941P",0,0,0,0
"RNU6-942P",1,0,0,0
"RNU6-943P",0,0,0,0
"RNU6-944P",0,0,0,0
"RNU6-945P",0,0,0,6
"RNU6-946P",0,0,0,0
"RNU6-947P",0,0,0,0
"RNU6-948P",0,0,0,0
"RNU6-949P",0,0,0,0
"RNU6-950P",0,0,0,0
"RNU6-951P",0,1,0,0
"RNU6-952P",0,0,0,0
"RNU6-953P",0,0,0,0
"RNU6-954P",0,0,0,0
"RNU6-955P",0,0,0,0
"RNU6-956P",0,0,0,0
"RNU6-957P",0,0,0,0
"RNU6-958P",0,0,0,0
"RNU6-959P",0,0,0,0
"RNU6-95P",0,0,0,0
"RNU6-960P",0,0,0,0
"RNU6-961P",0,0,0,0
"RNU6-962P",0,0,0,0
"RNU6-963P",0,0,0,0
"RNU6-964P",0,0,0,0
"RNU6-965P",0,0,0,0
"RNU6-966P",0,0,0,0
"RNU6-967P",0,0,0,0
"RNU6-968P",0,0,0,0
"RNU6-969P",0,1,0,0
"RNU6-96P",1,0,0,0
"RNU6-970P",0,0,0,0
"RNU6-971P",0,0,0,0
"RNU6-972P",0,0,0,0
"RNU6-973P",0,0,0,0
"RNU6-974P",0,0,0,0
"RNU6-975P",0,0,0,0
"RNU6-976P",0,0,0,0
"RNU6-977P",0,0,0,0
"RNU6-978P",0,0,0,0
"RNU6-979P",0,0,0,0
"RNU6-97P",0,0,0,0
"RNU6-980P",0,0,0,0
"RNU6-981P",0,0,0,0
"RNU6-982P",0,0,0,0
"RNU6-983P",0,0,0,0
"RNU6-984P",0,0,0,0
"RNU6-985P",0,0,0,0
"RNU6-986P",0,0,0,0
"RNU6-987P",0,0,0,0
"RNU6-989P",0,0,0,0
"RNU6-98P",0,0,0,0
"RNU6-990P",0,0,0,0
"RNU6-991P",0,0,0,0
"RNU6-992P",0,0,0,0
"RNU6-993P",0,0,0,0
"RNU6-994P",0,0,0,0
"RNU6-995P",0,0,0,0
"RNU6-996P",0,0,0,0
"RNU6-997P",0,0,0,0
"RNU6-998P",0,0,0,0
"RNU6-999P",0,0,0,0
"RNU6-99P",0,0,0,0
"RNU6ATAC",1,0,0,1
"RNU6ATAC10P",0,0,0,0
"RNU6ATAC11P",0,0,0,0
"RNU6ATAC12P",0,0,0,0
"RNU6ATAC13P",0,0,0,0
"RNU6ATAC14P",0,0,0,0
"RNU6ATAC15P",0,0,0,0
"RNU6ATAC16P",1,1,1,4
"RNU6ATAC17P",0,0,0,0
"RNU6ATAC18P",5,12,7,12
"RNU6ATAC19P",0,0,0,0
"RNU6ATAC20P",0,0,0,0
"RNU6ATAC21P",0,0,0,0
"RNU6ATAC22P",0,0,0,0
"RNU6ATAC23P",0,0,0,0
"RNU6ATAC24P",2,0,2,0
"RNU6ATAC25P",0,0,0,0
"RNU6ATAC26P",0,0,0,0
"RNU6ATAC27P",0,0,1,0
"RNU6ATAC28P",0,0,0,0
"RNU6ATAC29P",0,0,0,0
"RNU6ATAC2P",2,0,0,0
"RNU6ATAC30P",0,0,0,0
"RNU6ATAC31P",0,0,0,0
"RNU6ATAC32P",0,0,0,0
"RNU6ATAC33P",0,0,0,0
"RNU6ATAC34P",0,0,0,0
"RNU6ATAC35P",0,0,0,0
"RNU6ATAC36P",0,0,0,0
"RNU6ATAC37P",0,0,0,0
"RNU6ATAC38P",0,0,0,0
"RNU6ATAC39P",0,0,0,0
"RNU6ATAC3P",0,1,0,1
"RNU6ATAC40P",0,0,0,0
"RNU6ATAC41P",0,0,0,0
"RNU6ATAC42P",0,0,0,0
"RNU6ATAC4P",0,0,0,0
"RNU6ATAC5P",0,0,0,0
"RNU6ATAC6P",0,0,0,0
"RNU6ATAC7P",0,0,0,0
"RNU6ATAC8P",0,0,0,0
"RNU6ATAC9P",0,0,0,0
"RNU6V",0,1,0,0
"RNU7-1",0,0,0,0
"RNU7-101P",0,0,0,0
"RNU7-102P",0,0,0,0
"RNU7-103P",0,0,0,0
"RNU7-104P",0,0,0,0
"RNU7-105P",0,0,0,0
"RNU7-106P",0,0,0,0
"RNU7-107P",0,0,0,0
"RNU7-108P",0,0,0,0
"RNU7-109P",2,0,3,1
"RNU7-110P",0,0,0,0
"RNU7-111P",36,38,28,25
"RNU7-113P",0,0,0,0
"RNU7-114P",0,0,0,0
"RNU7-115P",0,0,0,0
"RNU7-116P",0,0,0,0
"RNU7-117P",0,0,0,0
"RNU7-119P",0,0,0,0
"RNU7-11P",0,0,0,0
"RNU7-120P",0,0,0,0
"RNU7-121P",0,0,0,0
"RNU7-122P",0,0,0,0
"RNU7-123P",0,0,0,0
"RNU7-124P",0,0,0,0
"RNU7-125P",0,0,0,0
"RNU7-126P",0,0,0,0
"RNU7-127P",0,0,0,0
"RNU7-128P",0,0,0,0
"RNU7-129P",0,0,0,0
"RNU7-12P",0,0,0,0
"RNU7-130P",0,0,0,0
"RNU7-131P",0,0,0,0
"RNU7-133P",0,0,0,0
"RNU7-134P",0,0,0,0
"RNU7-135P",0,0,0,0
"RNU7-136P",0,0,0,0
"RNU7-137P",0,0,0,0
"RNU7-138P",0,0,0,0
"RNU7-13P",0,0,0,0
"RNU7-140P",0,0,0,0
"RNU7-141P",0,0,0,0
"RNU7-143P",0,0,0,0
"RNU7-144P",0,0,0,0
"RNU7-145P",0,0,0,0
"RNU7-146P",0,0,0,0
"RNU7-147P",0,0,0,0
"RNU7-148P",0,0,0,0
"RNU7-149P",0,0,1,0
"RNU7-14P",0,0,0,0
"RNU7-150P",0,0,0,0
"RNU7-151P",0,0,0,0
"RNU7-152P",0,0,0,0
"RNU7-153P",0,0,0,0
"RNU7-154P",2,0,1,0
"RNU7-155P",0,0,0,0
"RNU7-156P",0,0,0,0
"RNU7-157P",0,0,0,0
"RNU7-158P",0,0,0,0
"RNU7-159P",0,0,0,0
"RNU7-160P",2,0,0,2
"RNU7-161P",0,0,0,0
"RNU7-162P",0,0,0,0
"RNU7-163P",2,0,1,1
"RNU7-164P",0,0,0,0
"RNU7-165P",0,0,0,0
"RNU7-166P",0,0,0,0
"RNU7-167P",0,0,0,0
"RNU7-168P",0,0,0,0
"RNU7-169P",0,0,0,0
"RNU7-16P",0,0,0,0
"RNU7-170P",0,0,0,0
"RNU7-171P",0,0,1,1
"RNU7-172P",0,0,0,0
"RNU7-173P",0,0,0,0
"RNU7-174P",0,0,0,0
"RNU7-175P",0,0,0,0
"RNU7-176P",0,0,0,0
"RNU7-177P",0,0,0,0
"RNU7-179P",0,0,0,0
"RNU7-180P",0,0,0,0
"RNU7-181P",0,0,0,0
"RNU7-182P",0,0,0,0
"RNU7-183P",0,0,0,0
"RNU7-184P",0,0,0,0
"RNU7-185P",0,0,0,0
"RNU7-186P",0,0,0,0
"RNU7-187P",0,0,0,0
"RNU7-188P",0,0,0,0
"RNU7-189P",0,0,0,0
"RNU7-18P",1,0,0,0
"RNU7-190P",0,0,0,0
"RNU7-191P",0,0,0,0
"RNU7-192P",0,0,0,0
"RNU7-193P",0,0,0,0
"RNU7-194P",0,0,0,0
"RNU7-195P",0,0,0,0
"RNU7-196P",0,0,0,0
"RNU7-197P",0,0,0,0
"RNU7-198P",0,0,0,0
"RNU7-199P",0,0,0,0
"RNU7-19P",0,0,0,0
"RNU7-200P",0,0,0,0
"RNU7-20P",0,0,0,0
"RNU7-21P",0,0,0,0
"RNU7-22P",0,0,0,0
"RNU7-23P",0,0,0,0
"RNU7-24P",0,0,0,0
"RNU7-25P",0,0,0,0
"RNU7-26P",0,0,0,0
"RNU7-27P",0,0,0,0
"RNU7-28P",0,0,0,0
"RNU7-29P",0,0,0,0
"RNU7-2P",0,0,0,0
"RNU7-30P",0,0,0,0
"RNU7-31P",0,0,0,0
"RNU7-34P",0,0,0,0
"RNU7-35P",0,0,0,0
"RNU7-36P",0,0,0,0
"RNU7-37P",0,0,1,0
"RNU7-38P",0,0,0,0
"RNU7-3P",1,1,0,1
"RNU7-40P",6,0,1,2
"RNU7-41P",0,0,0,0
"RNU7-43P",0,0,0,0
"RNU7-45P",0,2,1,0
"RNU7-46P",0,0,0,0
"RNU7-47P",0,3,1,0
"RNU7-48P",0,0,0,0
"RNU7-49P",0,0,7,1
"RNU7-4P",0,0,0,0
"RNU7-50P",0,0,0,0
"RNU7-51P",0,0,0,0
"RNU7-52P",0,0,0,0
"RNU7-53P",0,0,0,0
"RNU7-54P",0,0,0,0
"RNU7-55P",0,0,0,0
"RNU7-56P",0,0,0,0
"RNU7-57P",1,2,1,2
"RNU7-58P",0,0,0,0
"RNU7-59P",0,0,0,0
"RNU7-5P",0,0,0,0
"RNU7-60P",0,0,0,0
"RNU7-61P",0,0,0,0
"RNU7-62P",0,0,0,0
"RNU7-63P",1,0,0,0
"RNU7-64P",0,0,0,0
"RNU7-65P",0,0,0,0
"RNU7-66P",0,0,0,0
"RNU7-67P",0,0,0,0
"RNU7-69P",0,0,0,0
"RNU7-6P",0,0,0,0
"RNU7-70P",0,0,0,0
"RNU7-71P",0,0,0,0
"RNU7-72P",0,0,0,0
"RNU7-73P",0,0,0,0
"RNU7-74P",0,0,0,0
"RNU7-75P",0,0,0,0
"RNU7-76P",0,0,0,0
"RNU7-77P",0,0,0,0
"RNU7-79P",0,0,0,0
"RNU7-7P",0,0,0,0
"RNU7-80P",0,0,0,0
"RNU7-81P",0,0,0,0
"RNU7-84P",1,0,1,0
"RNU7-85P",0,0,0,0
"RNU7-87P",0,0,0,0
"RNU7-88P",0,0,0,0
"RNU7-8P",0,0,0,0
"RNU7-90P",0,0,0,0
"RNU7-91P",0,0,0,0
"RNU7-92P",0,0,0,0
"RNU7-93P",0,0,0,0
"RNU7-94P",0,0,0,0
"RNU7-95P",0,0,0,0
"RNU7-96P",0,0,0,0
"RNU7-97P",0,0,0,1
"RNU7-98P",0,0,0,0
"RNU7-99P",0,0,0,0
"RNU7-9P",0,0,0,0
"RNVU1-1",0,0,0,0
"RNVU1-10",0,0,0,0
"RNVU1-11",0,0,0,0
"RNVU1-12",0,0,0,0
"RNVU1-13",0,0,0,0
"RNVU1-14",0,1,1,3
"RNVU1-15",0,0,0,1
"RNVU1-16",0,0,0,0
"RNVU1-17",0,0,0,0
"RNVU1-18",0,0,0,0
"RNVU1-19",0,0,0,0
"RNVU1-2",0,0,0,0
"RNVU1-20",0,0,0,0
"RNVU1-3",0,0,0,0
"RNVU1-4",0,0,0,0
"RNVU1-5",0,0,0,0
"RNVU1-6",0,0,0,1
"RNVU1-7",0,0,0,0
"RNVU1-8",0,0,0,0
"RNVU1-9",0,0,0,0
"RNY1",0,0,0,2
"RNY1P1",0,0,0,0
"RNY1P2",0,0,0,0
"RNY1P3",0,0,0,0
"RNY1P4",0,0,0,0
"RNY1P5",0,0,0,0
"RNY1P6",0,0,1,1
"RNY1P7",0,0,0,0
"RNY1P8",0,0,0,0
"RNY3",0,0,0,0
"RNY3P1",0,1,0,0
"RNY3P10",0,0,0,0
"RNY3P2",0,0,0,0
"RNY3P3",0,0,0,0
"RNY3P4",0,0,0,0
"RNY3P5",0,0,0,0
"RNY3P6",0,0,0,0
"RNY3P7",0,0,0,0
"RNY3P8",0,1,5,0
"RNY3P9",0,0,0,0
"RNY4",0,1,0,0
"RNY4P1",0,0,0,0
"RNY4P10",2,1,4,7
"RNY4P11",0,0,0,0
"RNY4P13",0,0,0,0
"RNY4P14",0,0,0,0
"RNY4P15",0,0,0,0
"RNY4P16",0,0,0,0
"RNY4P17",0,0,0,0
"RNY4P18",0,0,0,0
"RNY4P19",0,0,0,0
"RNY4P2",0,0,0,0
"RNY4P20",0,0,0,0
"RNY4P22",0,0,0,0
"RNY4P23",0,0,0,0
"RNY4P24",1,0,1,0
"RNY4P25",0,0,0,1
"RNY4P26",0,1,0,0
"RNY4P27",0,0,0,0
"RNY4P28",0,0,0,0
"RNY4P29",0,0,0,0
"RNY4P3",1,0,0,0
"RNY4P30",0,0,0,0
"RNY4P31",0,0,0,0
"RNY4P4",1,0,0,0
"RNY4P5",0,0,0,0
"RNY4P6",0,0,0,0
"RNY4P7",0,0,0,0
"RNY4P8",0,0,0,0
"RNY4P9",0,0,0,0
"RNY5",0,0,1,0
"RNY5P1",0,0,0,0
"RNY5P3",0,0,0,0
"RNY5P4",0,0,0,0
"RNY5P5",0,0,0,0
"RNY5P8",2,1,2,1
"ROBO1",1636,966,3344,3555
"ROBO2",49,40,127,214
"ROBO2P1",0,1,4,1
"ROBO3",157,126,297,419
"ROBO4",0,3,4,17
"ROCK1",2273,2113,1789,2352
"ROCK1P1",2,4,1,8
"ROCK2",7953,5679,4693,5590
"ROGDI",196,154,186,297
"ROM1",259,172,233,285
"ROMO1",544,345,531,550
"ROPN1",0,0,1,0
"ROPN1B",0,0,1,1
"ROPN1L",0,3,1,6
"ROPN1L-AS1",0,0,0,0
"ROR1",2017,2064,1973,2435
"ROR2",2501,1469,3041,2829
"RORA",1096,575,941,780
"RORB",89,34,75,14
"RORC",0,1,0,0
"ROS1",2,1,0,0
"RP1",0,0,0,0
"RP1-100J12.1",1,0,2,0
"RP1-101G11.2",45,45,40,49
"RP1-101K10.4",11,4,13,12
"RP1-101K10.6",0,1,0,0
"RP1-102D24.5",6,2,9,11
"RP1-102E24.1",589,242,621,516
"RP1-102E24.6",13,4,1,9
"RP1-102E24.8",10,12,4,10
"RP1-102E24.9",68,47,92,76
"RP1-102G20.2",0,0,1,1
"RP1-102G20.4",0,0,0,0
"RP1-102G20.5",0,0,0,0
"RP1-102H19.8",7,5,7,17
"RP1-102K2.6",0,0,0,1
"RP1-102K2.8",3,0,13,10
"RP1-104O17.1",0,0,0,0
"RP1-104O17.2",0,0,0,0
"RP1-104O17.3",0,0,0,0
"RP1-105O18.1",0,0,0,0
"RP1-106C24.1",0,0,0,0
"RP1-107N3.1",2,0,1,2
"RP1-107N3.2",0,0,0,0
"RP1-10C16.1",0,0,0,0
"RP1-111B22.3",5,0,4,3
"RP1-111C20.3",0,0,0,0
"RP1-111C20.4",19,9,6,20
"RP1-111D6.2",0,0,0,0
"RP1-111D6.3",0,0,0,0
"RP1-116K23.1",0,0,0,0
"RP1-117B12.4",1,5,2,2
"RP1-117O3.2",0,0,1,0
"RP1-117P20.3",0,0,0,0
"RP1-118J21.24",0,0,0,0
"RP1-118J21.25",0,0,0,0
"RP1-118J21.5",0,0,0,0
"RP1-120G22.11",4,4,2,3
"RP1-121G13.2",0,0,0,0
"RP1-121G13.3",133,128,178,219
"RP1-122K4.2",0,0,0,0
"RP1-122K4.3",0,0,0,0
"RP1-122O8.7",0,0,0,0
"RP1-122P22.2",26,19,40,41
"RP1-124C6.1",0,1,1,2
"RP1-125I3.2",0,1,3,0
"RP1-125I3.4",0,0,0,1
"RP1-125N5.2",0,0,0,0
"RP1-127B20.4",0,0,0,0
"RP1-127C7.6",0,3,1,0
"RP1-127D3.4",2,5,1,1
"RP1-127H14.3",0,0,0,0
"RP1-127L4.10",0,0,0,0
"RP1-127L4.7",0,0,0,0
"RP1-128M12.3",3,4,4,7
"RP1-128O3.4",0,0,0,0
"RP1-128O3.5",0,0,0,0
"RP1-128O3.6",1,0,0,0
"RP1-12G14.5",0,0,0,0
"RP1-12G14.6",0,1,1,1
"RP1-12G14.7",22,13,28,23
"RP1-130G2.1",0,0,0,0
"RP1-130H16.16",5,0,11,12
"RP1-130H16.18",0,0,0,0
"RP1-130L23.1",0,0,0,0
"RP1-131F15.2",2,0,1,0
"RP1-134E15.3",0,0,0,1
"RP1-134O19.3",0,0,0,0
"RP1-135L22.1",0,0,0,0
"RP1-136B1.1",3,1,4,2
"RP1-136J15.1",0,0,0,0
"RP1-136J15.5",302,269,359,384
"RP1-137D17.1",1,3,5,6
"RP1-137D17.2",1,3,4,11
"RP1-137F1.3",0,0,0,0
"RP1-137H15.2",0,0,0,0
"RP1-137K2.2",0,0,0,1
"RP1-137K24.1",0,0,0,0
"RP1-138A5.2",0,0,0,0
"RP1-138B7.4",0,1,2,0
"RP1-138B7.5",0,0,0,0
"RP1-139D8.6",0,0,0,0
"RP1-13D10.2",0,1,1,1
"RP1-13D10.3",0,0,0,0
"RP1-13D10.5",9,5,6,8
"RP1-13P20.6",0,0,0,0
"RP1-140A9.1",0,8,4,5
"RP1-140C12.2",1,0,0,2
"RP1-140J1.1",0,0,0,0
"RP1-140J1.4",0,0,0,0
"RP1-140K8.1",0,0,0,0
"RP1-140K8.2",0,0,0,0
"RP1-140K8.3",0,0,0,0
"RP1-140K8.5",1,0,1,1
"RP1-142F18.2",0,0,0,0
"RP1-142L7.5",17,31,64,119
"RP1-142L7.8",1,0,0,0
"RP1-142L7.9",1,0,0,1
"RP1-142O9.2",0,0,0,0
"RP1-144C9.2",0,0,0,1
"RP1-144F13.3",0,0,0,0
"RP1-144F13.4",67,62,62,121
"RP1-145M24.1",378,337,382,531
"RP1-146A15.1",0,0,0,0
"RP1-146I3.1",10,5,26,10
"RP1-148H17.1",0,0,0,0
"RP1-149A16.12",0,0,0,0
"RP1-149A16.16",3,0,1,3
"RP1-149A16.17",0,0,3,2
"RP1-149A16.3",3,2,6,6
"RP1-149C7.1",0,0,0,0
"RP1-149L1.1",0,0,0,0
"RP1-14D6.2",0,0,0,0
"RP1-14D6.7",0,0,0,0
"RP1-150O5.3",0,0,0,0
"RP1-151B14.6",0,0,1,0
"RP1-151B14.9",0,0,0,0
"RP1-151F17.1",29,4,37,87
"RP1-151F17.2",45,25,143,233
"RP1-152L7.1",0,0,0,0
"RP1-152L7.3",0,0,0,0
"RP1-152L7.5",396,212,488,596
"RP1-152L7.8",9,6,8,10
"RP1-152L7.9",0,4,2,1
"RP1-153G14.4",11,15,5,27
"RP1-153P14.3",0,0,0,0
"RP1-153P14.5",0,0,0,0
"RP1-153P14.8",0,0,0,0
"RP1-154J13.2",0,0,0,0
"RP1-154J13.3",0,0,0,0
"RP1-154K9.2",0,0,0,0
"RP1-155D22.1",0,0,0,0
"RP1-155D22.2",0,0,0,0
"RP1-155G6.4",0,0,1,1
"RP1-156L9.1",0,0,0,0
"RP1-158P9.1",0,0,0,1
"RP1-159A19.3",120,113,135,147
"RP1-159A19.4",0,0,6,1
"RP1-159G19.1",0,0,0,0
"RP1-159M24.1",46,66,86,86
"RP1-15D23.2",2,9,4,4
"RP1-15D7.1",2,0,2,0
"RP1-161C16.1",0,0,0,1
"RP1-161N10.1",0,0,1,1
"RP1-161P9.5",0,0,0,0
"RP1-163G9.2",0,0,0,0
"RP1-164F3.8",0,0,0,0
"RP1-164L12.1",0,0,0,0
"RP1-166H1.2",0,0,0,0
"RP1-166H4.2",0,0,0,0
"RP1-167A14.2",0,0,1,0
"RP1-167F1.2",0,0,0,4
"RP1-167G20.1",0,0,0,0
"RP1-167G20.2",0,0,0,0
"RP1-168L15.5",2,2,0,0
"RP1-168P16.1",0,0,0,0
"RP1-168P16.2",0,0,0,1
"RP1-168P16.3",0,0,0,0
"RP1-169I5.4",0,0,0,0
"RP1-169K13.3",0,0,0,0
"RP1-169P22.2",0,0,0,0
"RP1-16A9.1",0,1,0,0
"RP1-170O19.14",0,0,0,0
"RP1-170O19.17",0,0,0,0
"RP1-170O19.20",0,0,0,0
"RP1-170O19.21",0,0,0,0
"RP1-170O19.22",0,0,0,0
"RP1-170O19.23",0,0,0,0
"RP1-171K16.5",0,0,0,1
"RP1-172B20.6",0,0,0,0
"RP1-172I22.1",0,0,0,0
"RP1-172N19.1",0,0,0,0
"RP1-172N19.3",2,0,2,1
"RP1-172N19.4",39,24,55,58
"RP1-177A13.1",41,51,44,41
"RP1-177I10.1",0,0,0,0
"RP1-178F10.1",1,3,0,0
"RP1-178F10.3",402,298,554,519
"RP1-178F15.4",9,6,3,4
"RP1-178F15.5",0,0,0,0
"RP1-179N16.3",70,48,66,83
"RP1-179N16.6",7,7,35,34
"RP1-17K7.1",0,0,0,0
"RP1-17K7.2",0,0,1,0
"RP1-17K7.3",0,0,0,0
"RP1-180M12.1",15,9,12,11
"RP1-181J22.1",34,16,62,29
"RP1-182D15.2",0,0,1,0
"RP1-182O16.1",40,42,46,70
"RP1-182O16.2",0,4,5,1
"RP1-184J9.2",0,0,0,0
"RP1-186E20.1",6,4,1,6
"RP1-187B23.1",1,0,4,0
"RP1-18D14.7",0,0,0,1
"RP1-18F17.1",0,0,0,0
"RP1-190J20.2",0,0,0,0
"RP1-191J18.65",0,0,0,0
"RP1-191J18.66",28,37,39,58
"RP1-191L6.2",0,0,0,0
"RP1-192P9.1",0,0,0,0
"RP1-193H18.2",84,95,77,175
"RP1-193H18.3",4,5,1,0
"RP1-196A12.1",0,0,0,0
"RP1-197B17.3",11,14,15,15
"RP1-197J16.1",0,0,0,0
"RP1-197J16.2",0,0,0,0
"RP1-197O17.2",155,93,138,136
"RP1-197O17.3",0,0,0,0
"RP1-199H16.6",0,0,0,0
"RP1-199J3.5",18,25,20,53
"RP1-199J3.7",7,0,0,3
"RP1-1J6.2",7,0,1,1
"RP1-200G19.1",4,2,0,4
"RP1-200K18.1",0,0,0,0
"RP1-202I21.3",0,0,0,0
"RP1-202O8.2",0,0,0,0
"RP1-202O8.3",0,0,0,0
"RP1-203C2.2",0,0,0,0
"RP1-203C2.3",1,0,0,0
"RP1-203C2.4",0,0,0,0
"RP1-203P18.1",318,192,343,327
"RP1-206D15.3",0,0,0,1
"RP1-206D15.5",1,1,1,4
"RP1-207H1.2",0,0,0,0
"RP1-207H1.3",0,0,0,0
"RP1-209A6.1",0,0,0,0
"RP1-209B5.2",106,81,168,157
"RP1-20B11.2",0,1,0,0
"RP1-20B21.4",0,0,0,0
"RP1-20C7.6",6,0,3,4
"RP1-20I3.3",0,0,0,0
"RP1-20N18.4",0,0,0,0
"RP1-20N2.6",66,22,104,104
"RP1-20N2.7",0,0,0,0
"RP1-20N4.1",0,0,1,0
"RP1-212G6.4",0,0,0,0
"RP1-212P9.2",0,0,0,0
"RP1-212P9.3",1,0,0,1
"RP1-213J1P__B.1",0,0,0,0
"RP1-213J1P__B.2",0,0,0,0
"RP1-214M20.2",0,0,0,0
"RP1-215K18.4",0,0,0,0
"RP1-217P22.2",10,4,7,6
"RP1-218B13.1",0,0,0,0
"RP1-21O18.3",0,1,1,2
"RP1-21P18.1",0,0,0,0
"RP1-223B1.1",0,1,0,0
"RP1-223D17.1",0,0,0,0
"RP1-223E5.4",2,2,1,3
"RP1-223H12.5",0,0,0,0
"RP1-224A6.3",2,5,2,3
"RP1-224A6.8",1,1,0,1
"RP1-224A6.9",0,0,0,0
"RP1-225E12.2",0,2,3,1
"RP1-225E12.3",1,0,0,1
"RP1-228H13.1",0,0,0,0
"RP1-228H13.2",0,0,0,0
"RP1-228H13.5",27,17,55,82
"RP1-228P16.1",0,2,1,1
"RP1-228P16.3",0,0,0,0
"RP1-228P16.4",0,0,0,0
"RP1-228P16.5",0,0,0,0
"RP1-228P16.7",653,440,640,633
"RP1-229K20.5",0,0,0,0
"RP1-22N22.1",0,0,0,0
"RP1-230L10.1",4,0,0,0
"RP1-231P7P.1",0,0,0,0
"RP1-232L22__A.1",0,0,0,0
"RP1-232L22__B.1",177,59,139,112
"RP1-232L24.1",0,0,0,0
"RP1-232L24.2",0,0,0,0
"RP1-232L24.3",0,0,0,1
"RP1-232L24.4",0,0,0,0
"RP1-232N11.2",0,0,0,0
"RP1-232P20.1",0,0,0,0
"RP1-234P15.4",10,3,21,16
"RP1-239B22.5",28,29,39,40
"RP1-23E21.2",0,0,0,0
"RP1-23K20.2",0,0,0,0
"RP1-240B8.3",0,0,0,0
"RP1-240K6.3",0,0,0,0
"RP1-241P17.1",0,0,0,0
"RP1-241P17.4",10,8,3,16
"RP1-241P17.7",0,1,0,0
"RP1-244F24.1",11,1,6,9
"RP1-245M18.2",0,0,0,0
"RP1-249C1.1",0,0,0,0
"RP1-249F5.3",0,0,0,0
"RP1-249H1.2",0,0,0,0
"RP1-249H1.3",0,0,0,0
"RP1-249H1.4",2,0,1,0
"RP1-249I4.2",2,0,1,1
"RP1-24O22.5",0,0,0,0
"RP1-251I12.1",0,0,0,0
"RP1-251M9.2",0,0,0,0
"RP1-251M9.3",0,0,0,0
"RP1-253B10.1",0,0,0,0
"RP1-253B10.2",0,0,0,0
"RP1-253P7.1",0,0,0,0
"RP1-256G22.2",0,0,0,0
"RP1-257A15.1",0,0,0,0
"RP1-257A7.4",14,4,16,19
"RP1-257A7.5",9,6,34,15
"RP1-257I20.14",11,6,5,13
"RP1-257I9.2",0,0,0,0
"RP1-258N20.3",66,52,77,83
"RP1-261D10.1",339,262,437,549
"RP1-261D10.2",6,3,20,16
"RP1-261G23.4",9,3,6,3
"RP1-261G23.5",0,0,0,0
"RP1-261G23.7",0,0,0,0
"RP1-263J7.2",0,0,0,0
"RP1-265C24.5",2,1,0,3
"RP1-265C24.8",0,0,2,7
"RP1-266L20.2",10,5,19,16
"RP1-266L20.4",0,0,0,1
"RP1-266L20.9",3,8,9,9
"RP1-267D11.1",2,0,0,1
"RP1-267L14.3",1,0,0,1
"RP1-269M15.3",0,0,0,0
"RP1-269O5.3",0,0,0,0
"RP1-272E8.1",0,0,0,0
"RP1-272J12.1",0,0,0,0
"RP1-272L16.1",0,0,1,1
"RP1-273G13.1",0,1,0,0
"RP1-273G13.2",64,39,61,80
"RP1-273G13.3",0,0,0,0
"RP1-273P12.1",0,0,0,0
"RP1-274L7.1",0,0,0,0
"RP1-274L7.3",0,0,0,0
"RP1-276E15.1",0,0,0,0
"RP1-276J11.2",0,0,0,0
"RP1-276J11.3",0,0,0,0
"RP1-276N6.2",0,0,0,0
"RP1-278E11.3",7632,4743,7922,8954
"RP1-278O22.1",0,0,1,0
"RP1-278O22.2",2,0,0,0
"RP1-279N11.1",0,0,0,0
"RP1-27K12.2",0,0,0,0
"RP1-27K12.4",2,3,0,2
"RP1-27O5.3",0,0,0,0
"RP1-281H8.3",150,109,121,168
"RP1-283E3.4",172,112,354,223
"RP1-283E3.8",94,62,122,134
"RP1-283K11.2",7,6,5,4
"RP1-283K11.3",0,5,0,5
"RP1-286D6.5",8,8,20,21
"RP1-287H17.1",0,0,0,0
"RP1-288H2.2",2,1,0,1
"RP1-288H2.4",2,1,3,0
"RP1-288L1.4",0,0,0,0
"RP1-288L1.5",0,0,0,0
"RP1-288M22.1",0,3,2,6
"RP1-288M22.2",0,0,0,0
